,fr
83,"['Hello', 'defecation', 'first', 'BIND', 'keep', 'abreast', 'subsequent', 'procedure', 'using', 'NeXT', 'ammonia', 'mutilate', 'genitals', 'eating', 'cut', 'BITS', 'skin', 'make', 'glove', 'skin', 'hand', 'cut', 'digestive', 'tract', 'pull', 'colon', 'masturbation', 'done', 'push', 'throat', 'finally', 'colon', 'throw', 'body', 'depositing', 'dump', 'belongs']"
84,"['dear', 'omni', 'looser', 'stop', 'working', 'shit', 'die']"
85,"['find', 'hang']"
86,"['Sleep', 'kill', 'block']"
87,"['Thank', 'tit', 'thank', 'quickly', 'clearing', 'hand', 'John', 'Kerr', 'ever', 'happens', 'wake', 'see', 'barrel', 'shotgun', 'beat', 'bag', 'nuts', 'meet', 'concrete', 'another', 'surface']"
88,"['Hello', 'hear', 'Dammed', 'Bastard', 'pictures', 'mine', 'delete', 'problems', 'please', 'think', 'please', 'delete', 'pictures', 'killed', 'every', 'person', 'trachea', 'instead', 'nothing', 'clear', 'pictures', 'thanks']"
89,"['kill', 'people', 'fall', 'ghetto', 'grew', 'bread', 'nonsense', 'hate', 'negroes', 'proud', 'touched', 'millimeter']"
90,"['recovers', 'machine', 'rejected', 'fuck', 'back', 'vandalizing', 'side', 'still', 'undo', 'good', 'self', 'blocks', 'longer', 'time', 'fuck', 'Donna', 'tease', 'fucking', 'kill', 'damned', 'almost', 'tender', '210', '230']"
91,"['going', 'put', 'pineapple', 'ass', 'need', 'big', 'operation', 'get', 'shit']"
92,"['send', 'message', 'kill', 'damn', 'family', 'first', 'make', 'sure', 'see', 'harm', 'man', 'understand', 'choice', 'inflict', 'incredible', 'pain', 'come', 'looked', 'literally', 'shoot', 'skin', 'gradually', 'gut', 'bone', 'live', 'time', 'link', 'member', 'cauterize', 'going', 'eventually', 'get', 'death', 'introduce', 'salt', 'slowly', 'drip', 'directly', 'heart', 'painful', 'trust']"
93,"['Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'Wales', 'must', 'die', 'Jim', 'wale']"
94,"['fetish', 'sick', 'little', 'bitch', 'spend', 'six', 'hours', 'great', 'rapper', 'Mas', 'call', 'condemn', 'vandalism', 'aunty', 'ass', 'hard', 'fuck', 'main', 'real', 'ass', 'page', 'wrackst', 'deletion', 'page', 'hell', 'sneak', 'going', 'tweak', 'damn', 'bitch', 'side', 'ass', 'deletion', 'shit', 'going', 'cum', 'gay', 'ass', 'site', 'talk', 'erase', 'ass', 'manna', 'guttural3d', 'email', 'guttural3d', 'ground', 'con']"
95,"['passage', 'deliberately', 'breaking', 'right', 'trachea', 'hurt', 'deliberately', 'publish', 'slander', 'make', 'finish', 'life']"
96,"['let', 'write', 'fuck']"
97,"['swear', 'God', 'bag', 'Republican', 'tool', 'ever', 'see', 'life', 'They', 'fuck', 'totally', '100', 'anti', 'anti', 'anti', 'Spanish', 'anti', 'anti', 'immigrant', 'party', 'tea', 'companies', 'black', 'anti', 'abortion', 'gay', 'like', 'radio', 'spit', 'Rush', 'Limburger', 'You', 'must', 'arrested', 'You', 'never', 'know', 'pain', 'anger', 'poor', 'black', 'democrats', 'disabled', 'unless', 'die', 'sent', 'hell', 'believe', 'Christian', 'fundamentalists', 'learning', 'something', 'progressive', 'What', 'brought', 'point', 'incompetent', 'President', 'George', 'Bush', 'invaded', 'Iraq', 'wait', 'probably', 'supported', 'invasion', 'Iraq', 'instead', 'Pakistanis', 'Iran', 'life', 'dying', 'done']"
98,"['mother', 'slut', 'want', 'rape', 'stinky', 'whore', 'stop', 'account', 'get', 'boobies', 'come', 'kidnap', 'rape', 'family']"
99,"['fuck', 'swanker', 'fuck', 'come', 'let', '6ft']"
100,"['think', 'kill', 'Jews', 'gays', 'disabled', 'said', 'Adolph']"
101,"['White', 'racist', 'white', 'girl', 'makes', 'think', 'could', 'talk', 'another', 'arrogant', 'white', 'girl', 'talking', 'African', 'man', 'somehow', 'feel', 'would', 'say', 'word', 'face', 'front', 'teeth', 'Find', 'see', 'little', 'white', 'girls', 'sticky', 'thighs', 'big', 'Moroccan', 'angry', 'stable', 'meat']"
102,"['hello', 'think', 'eating', 'shit', 'shit', 'die']"
103,"['really', 'hate', 'want', 'bad', 'things']"
104,"['Never', 'send', 'message', 'hunt', 'beat']"
105,"['block', 'live', 'block', 'come', 'house', 'rape', 'ass']"
106,"['Kiss', 'whole', 'Assyrian', 'nation', 'inclines', 'Armenian', 'Assyrian', 'whores', 'say']"
107,"['Why', 'good', 'sir', 'sir', 'obviously', 'understand', 'importance', 'areas', 'kind', 'generous', 'tragedy', 'take', 'time', 'understand', 'impact', 'article', 'issues', 'hunger', 'world', 'heard', 'Singapore', 'went', 'removal', 'article', 'seems', 'like', 'actually', 'penis', 'proverbial', 'penance', 'wrong', 'broth', 'meant', 'article', 'goddamn', 'deleted', 'dreams', 'lonely', 'articles', 'behind', 'blue', 'eyes', 'called', 'good', 'intentions', 'see', 'black', 'soul', 'love', 'article', 'revenge', 'free', 'crush', 'soul', 'destroy', 'evidence', 'miserable', 'presence', 'earth', 'hope', 'contract', 'foreign', 'disease', 'penis', 'even', 'falls', 'force', 'children', 'contractual', 'slavery', 'descendants', 'cursed', 'abnormal', 'growth', 'umbilical', 'hair', 'evil', 'wait', 'bloodthirsty', 'army', 'always', 'make', 'sure', 'besiege', 'house', 'burn', 'everything', 'ever', 'possessed', 'physique', 'engulfed', 'black', 'hole', 'perverted', 'heart', 'also', 'remove', 'slanderous', 'works', 'Singapore', 'bring', 'quick', 'fire', 'suppression', 'face', 'earth', 'rest', 'bought', 'take', 'stairs', 'total', 'revenge', 'ended', 'sky', 'falling', 'called', 'God', 'Morales', 'Satan', 'frown', 'Alike', 'Fuck', 'thrones', 'hold', 'good', 'dude', 'cat', 'hope', 'enjoy', 'rest', 'eternity', 'fire', 'pits', 'hell', 'hope', 'fast', 'death', 'floating', 'around', 'like', 'grasshoppers', 'slowly', 'envelop', 'fabric']"
108,"['You', 'fucking', 'nerd', 'ahead', 'kill', 'nerd']"
109,"['Thanks', 'cleaning', 'page', 'fucking', 'cocksucker', 'really', 'hope', 'going', 'die', 'fucking', 'son', 'bitch', 'way', 'kill', 'fucking', 'fag']"
110,"['You', 'commit', 'suicide', 'finish']"
111,"['gun', 'shoot']"
112,"['Fuck', 'bitch', 'hate', 'bored', 'souls', 'hell', 'think', 'going', 'stomp', 'neck', 'die', 'fucking', 'hear', 'every', 'time', 'make', 'change', 'kitten', 'become', 'fucking', 'hell', 'gay', 'fucking', 'Jew', 'dead', 'shit']"
113,"['Niggard', 'please', 'little', 'negro', 'shook', 'nickel', 'Niggard', 'heard', 'Niggard', 'spares', 'nickel', 'firmly', 'believe', 'proof', 'politically', 'correct', 'impaled', 'stakes', 'put', 'dead', 'death', 'camps', 'shaken', 'months', 'informed', 'showers', 'available', 'turn', 'pits', 'gas', 'Bulldoze', 'body', 'They', 'burn', 'piss', 'plow', 'people', 'stop', 'lazy', 'stupid', 'good', 'anything', 'well', 'clearing', 'crack', 'smoking', 'dirty', 'nigger', 'negro']"
114,"['You', 'sad', 'person', 'fact', 'failed', 'makes', 'laugh', 'hope', 'murdered', 'murdered', 'rot', 'hell', 'con']"
115,"['Please', 'kill', 'clearly', 'nothing', 'better', 'trachea', 'try', 'others', 'need', 'friendly', 'conversation']"
116,"['shoot', 'head', 'laugh', 'brain', 'spurts', 'ground', 'blood', 'flows', 'around', 'body', 'shoot', 'head', 'laugh', 'brain', 'spits', 'ground', 'blood', 'flows', 'around', 'corpse']"
117,"['Hell', 'weasels', 'believe', 'Jewish', 'lies', 'Holocaust']"
118,"['like', 'Loch', 'Donna', 'kills', 'steals', 'big', 'monitor']"
119,"['Damn', 'fucking', 'shit', 'going', 'chase', 'kill', 'disgusting', 'force', 'Pakistan', 'sucking']"
120,"['going', 'cut', 'heart', 'fire']"
121,"['sorry', 'see', 'masonry', 'time', 'You', 'already', 'deleted', 'came', 'today', 'school', 'home', 'absolutely', 'right', 'never', 'stop', 'making', 'fun', 'funny', 'guy', 'someone', 'group', 'mates', 'refuses', 'make', 'fun', 'kill', 'Higgins', 'huh', 'keeps', 'silent', 'taxes', 'one', 'cares', 'rain', 'chin', 'old', 'witch', 'plus', 'bosse', 'bailey', 'Geezer', 'obsessed', 'says', 'finally', 'want', 'smoke', 'sexist', 'pot', 'anymore', 'hippie', 'attack', 'FCK', 'wwwwwwwwwww', 'true', 'ever', 'see', 'dona', 'give', 'taste', 'medicine', 'roll', 'piece', 'paper', 'light', 'kazoo', 'hippie', 'smoke']"
122,"['Biggest', 'bang', 'tour', 'unforgettable', 'moments', 'memorable', 'moments', 'away', 'biggest', 'bang', 'tour', 'site', 'prospectors', 'fuck', 'vandalism', 'die', 'fuck', 'joke']"
123,"['Listen', 'Bastard', 'play', 'chance', 'read', 'reading', 'carefully', 'You', 'dare', 'ruin', 'user', 'page', 'die', 'already', 'persecuted', 'know', 'kill', 'become', 'mother', 'bitch', 'rape', 'kill', 'torturing', 'whole', 'family', 'shame', 'little', 'girl', 'break', 'torture', 'death', 'burn', 'alive', 'You', 'dead', 'man', 'place', 'hide', 'world']"
124,"['shoot', 'head', 'laugh', 'brain', 'splashes', 'floor', 'break']"
125,"['God', 'soul', 'spared', 'hell', 'host', 'shit', 'maybe', 'fun', 'Satan', 'fuck', 'ass', 'take', 'weird', 'boyfriends', 'fuck', 'BTW', 'chase', 'trachea', 'weird', 'bitch', 'ass', 'going', 'fuck', 'burn', 'hell', 'bitch']"
126,"['ass', 'rape', 'big', 'slut', 'wheelchair', 'ass', 'rape', 'big', 'slut', 'wheelchair', 'ass', 'rape', 'big', 'slut', 'wheelchair', 'rape', 'ass', 'fat', 'slut', 'wheelchair', 'rape', 'fat', 'bitch', 'ass', 'wheelchair', 'rape', 'fat', 'slutty', 'ass', 'chair', 'rape', 'fat', 'slut', 'ass', 'wheelchair', 'rape', 'ass', 'fat', 'slut', 'wheelchair', 'ass', 'rape', 'big', 'slut', 'wheelchair', 'ass', 'rape', 'big', 'slut', 'wheelchair', 'rape', 'fat', 'bitch', 'ass', 'wheelchair', 'ass', 'rape', 'fat', 'bitch', 'wheelchair', 'going', 'rape', 'ass', 'fat', 'slut', 'wheelchair']"
127,"['What', 'talking', 'Shelia', 'Bose', 'Sheulibose', 'yahoo', 'con', 'hell', 'complain', 'give', 'hard', 'blow', 'bastard', 'kill']"
128,"['fuck', 'honey', 'hate', 'blacks', 'fuck', 'pussy', 'gee', 'Nazie', 'come', 'house', 'rap', 'big', 'black', 'dick', 'tight', 'white', 'ass', 'honey']"
129,"['shoot', 'head', 'laugh', 'brain', 'gushes', 'floor']"
130,"['Davenport', 'new', 'trachea', 'special', 'message', 'let', 'friend', 'alone', 'work', 'make', 'changes', 'friend', 'posted', 'series', 'seasonal', 'articles', 'block', 'sue', 'kill', 'know', 'head', 'articles', 'bothering', 'hope', 'die']"
131,"['fuck', 'bitch', 'house', 'kill', 'weapon']"
132,"['personal', 'opinion', 'braggart', 'hope', 'die', 'painful', 'death', '108', '192', '125']"
133,"['They', 'called', 'spots', 'repugnant', 'friend', 'Muhammed', 'worst', 'race', 'planet', 'world', 'peace', 'reached', 'Muhammad', 'Jews', 'leave', 'planet', 'Muhammed', 'hunted', 'like', 'animals', 'die', 'die', 'die', 'Muhammed', 'Muhammed']"
134,"['hey', 'stay', 'business', 'red', 'neck', 'jewish', 'mexican', 'fucker', 'kill', 'fucker', 'stay', 'shop']"
135,"['Brouhaha', 'stop', 'damn', 'ban', 'expires', 'come', 'gay', 'ass', 'account']"
136,"['another', 'fucking', 'fag', 'deserves', 'hit', 'horrible', 'stick']"
137,"['Nazis', 'like', 'deserve', 'worse', 'death', 'make', 'sure', 'terribly', 'hurt']"
138,"['nice', 'dick', 'kick', 'ass']"
139,"['hope', 'world', 'war', 'die', 'long', 'painful', 'world', 'death', 'war', 'crafts', 'attracts', 'biggest', 'donkey', 'balls', 'planet', 'express', 'much', 'hate', 'piece', 'wan', 'unlike', 'hope', 'stabbed', 'raped', 'raped', 'drowned', 'dead', 'drowned', 'blood', 'later', 'stabbed', 'buried', 'deep', 'pit', '150', 'meters', 'full', 'maggots', 'done', 'whole', 'pit', 'fired', 'people', '000', 'matches', 'sometimes', 'tell', 'pest', 'would', 'rather', 'open', 'bollocks', 'open', 'pour', 'hot', 'acid', 'let', 'mom', 'bite', 'delicious', 'anyway']"
140,"['Reasons', 'hate', 'You', 'wrote', 'page', 'Now', 'dying', 'Bastard', 'annoying', 'edition', 'You', 'gay', 'Anal', 'animals', 'crying']"
141,"['Donna', 'dead', 'fagot', '158', '193']"
142,"['hope', 'rot', 'hell', 'damned', 'idiot', 'mother', 'dying', 'flames', 'hell', 'hope', 'die', 'alone', 'sad', 'fucker', 'need', 'make', 'life', 'dying']"
143,"['hate', 'hope', 'die', 'fire', '128', '128', '159']"
144,"['eat', 'shit', 'suck', 'suck', 'asshole', 'die', 'awful', 'hope', 'cancer']"
145,"['Homosexuality', 'french', 'fried', 'fagot', 'cut', 'balls', 'serve', 'plate', 'mushrooms', 'pushing', 'cock', 'ass', 'zertrümmerst', 'eggs', 'friends', 'kill']"
146,"['Eat', 'crap', 'die']"
147,['hang']
148,"['shoot', 'head', 'laugh', 'brain', 'gushes', 'ground', 'shoot', 'head', 'laugh', 'brain', 'spurts', 'floor']"
149,"['Miners', 'Day', 'Thank', 'letting', 'Sac', 'Fuck', 'nothing', 'wrong', 'article', 'hope', 'get', 'cancer', 'die', 'fucking', 'lime']"
150,"['hack', 'account', 'poop', 'wilkie', 'site', 'slap', 'face']"
151,"['They', 'suck', 'suck', 'kill']"
152,"['hell', 'say', 'fucking', 'little', 'slut', 'tell', 'graduated', 'class', 'Navy', 'Seals', 'involved', 'many', 'secret', 'raids', 'embarrassing', 'situation', '300', 'confirmed', 'murders', 'trained', 'Gorilla', 'Warfare', 'best', 'sniper', 'overall', 'force', 'another', 'goal', 'wipe', 'precision', 'never', 'seen', 'earth', 'fucking', 'words', 'think', 'get', 'away', 'think', 'shit', 'internet', 'Ficker', 'speak', 'contact', 'secret', 'network', 'spies', 'United', 'States', 'address', 'tracked', 'better', 'storm', 'prepare', 'turn', 'pathetic', 'little', 'thing', 'call', 'life', 'bloody', 'dead', 'child', 'anywhere', 'matter', 'take', 'seven', 'hundred', 'species', 'kill', 'formed', 'bare', 'hands', 'hand', 'hand', 'combat', 'gem', 'Marine', 'Corps', 'arsenal', 'fully', 'utilize', 'wipe', 'pathetic', 'bottom', 'continent', 'little', 'bastard', 'knew', 'unnatural', 'retribution', 'little', 'smarter', 'comment', 'take', 'maybe', 'would', 'kept', 'tongue', 'fucking', 'would', 'could', 'done', 'paying', 'price', 'fucking', 'stupid', 'make', 'angry', 'drown', 'damn', 'dead', 'child']"
153,"['rutherfordium', 'trachea', 'non', 'lifer', 'p0x', 'skylight', 'hardening', 'cop']"
154,"['fucking', 'fucking']"
155,"['fuck', 'rape', 'sluts', 'fantasies']"
156,"['Shut', 'raping', 'sister']"
157,"['Stop', 'working', 'Karl', 'killing']"
158,"['Death', 'children', 'banished', 'removed', 'defamation', 'lady']"
159,"['back', 'hours', 'launch', 'Cannock', 'fool', 'Canadian', 'bundle']"
160,"['Fag', 'stop', 'changes', 'kill']"
161,"['days', 'days', 'days', 'days', 'days', 'days', 'days', 'days', 'Hope', 'free', 'Liberal', 'fagots', 'hell', 'Barrack', 'Obadiah', '2008']"
162,"['Personal', 'Attack', 'Police', 'tell', 'throw', 'stone', 'main', 'window']"
163,"['sometimes', 'kill', 'children']"
164,"['beat', 'ovaries', 'baby', 'maker', 'get', 'fucking', 'life']"
165,"['last', 'alarm', 'care', 'stupid', 'ass', 'seriously', 'You', 'people', 'work', 'kiwi', 'sides', 'whores', 'whores', 'saw', 'top', 'page', 'says', 'politely', 'presented', 'watch', 'change', 'really', 'well', 'maybe', 'would', 'searched', 'deleted', 'instead', 'erasing', 'everything', 'see', 'hope', 'violated', 'kiss', 'way', 'death', 'many', 'paid', 'work', 'dick', 'around', 'fucking', 'ass', 'work', 'shit', 'crap', 'must', 'old', 'high', 'paychecks', 'make', 'serious', 'cocks', 'violated', 'reference', 'bastard']"
166,['kill']
167,"['You', 'part', 'Isis', 'days', 'ago', 'threatening', 'give', 'Ebola', 'would', 'destroy', 'White', 'House']"
168,"['must', 'killed', 'support', 'forever']"
169,"['fuck', 'biggest', 'pig', 'planet', 'dying', 'hell']"
170,"['Fuck', 'nerd', 'fuck', 'nerd', 'make', 'fanatic', 'life', 'going', 'buy', 'hell', 'burn']"
171,"['One', 'day', 'beat', 'Jim', 'Wales', 'find', 'fuck']"
172,['dropped']
173,"['jerk', 'show', 'silly', 'end', 'life', 'idiot', 'last', 'time', 'name', 'cathedral', 'understand']"
174,"['fuck', 'consider', 'bastard', 'last', 'warning', 'rooster', 'think', 'talk', 'page', 'talk', 'shit', 'next', 'time', 'head', 'shit', 'neck', 'screw', 'friend', 'gay', 'end', 'falcon9x5', 'also', 'asshole']"
175,"['nobody', 'beats', 'break', 'something', 'tonight']"
176,"['think', 'New', 'Yorkers', 'allowed', 'guns', 'shoot', 'people', 'like', '142', '179', '122', '199']"
177,"['kill', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'kill', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna', 'Donna', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna', 'kill', 'Donna', 'kill', 'Donna', 'Donna', 'kill', 'kill', 'Donna']"
178,"['Hahn', 'died', 'war', 'criminal', '188', '179', '183']"
179,"['Fucking', 'user', 'jujube', 'fuck', 'destroying', 'throats', 'user', 'jujube', 'destroy', 'death', 'throats', 'user', 'jujube', 'fuck', 'user', 'jujube', 'fuck', 'destroying', 'throats', 'user', 'jujube', 'destructive', 'dead', 'whistling', 'wind', 'jujube', 'user', 'fuck', 'user', 'jujube', 'fuck', 'destroying', 'throats', 'user', 'jujube', 'destructive', 'dead', 'whistling', 'wind', 'user', 'jujube', 'fuck', 'jujube', 'user', 'fucks', 'throat', 'destroy', 'user', 'jujube', 'destroy', 'death', 'trachea', 'user', 'jujube']"
180,"['hey', 'Antananarivo', 'dead', 'pick']"
181,"['sterilize', 'roast', 'testicles', 'feed']"
182,"['Bertha', 'stupid', 'idiot', 'ignorant', 'humanity', 'favor', 'follow', 'feet', 'shoes', 'fuck', 'die']"
183,"['Deerstalking', 'want', 'target', 'desktop', 'suggest', 'stop', 'harassing', 'immediately', 'cancel', 'changes']"
184,"['hate', 'grandmother', 'Terri', 'hate', 'stepmom', 'Grandma', 'Terri', 'step', 'grandmother', 'exaggeration', 'fck', 'Grandma', 'Terri', 'old', 'granny', 'granny', 'ass', 'screaming', 'raped', 'death']"
