,it
52,"['King', 'frozen', 'sucking', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'sucking', 'best', 'frozen', 'king', 'Lion', 'best', 'frozen', 'sucks', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'crap', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'sucks', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'The', 'best', 'lion', 'sucking', 'frozen', 'best', 'king', 'frozen', 'lions', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'succ', 'succ', 'hia', 'Lion', 'King', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'crap', 'king', 'Lion', 'best', 'frozen', 'crap', 'lion', 'best', 'frozen', 'suck', 'king', 'Lion', 'best', 'frozen', 'suck', 'king', 'Lion', 'best', 'frozen', 'suck', 'king', 'Lion', 'best', 'frozen', 'suck', 'king', 'Lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'lion', 'king', 'best', 'frozen', 'sucks', 'king', 'The', 'lion', 'best', 'frozen', 'sucks', 'The', 'lion', 'king', 'best', 'king', 'sucks', 'frozen', 'lion', 'best', 'frozen', 'sucks', 'King', 'Lion', 'best', 'frozen', 'crap', 'King', 'Lion', 'best', 'frozen', 'sucks', 'king', 'lion', 'best', 'frozen', 'sucks', 'king', 'lion', 'best', 'frozen', 'suck', 'lion', 'king', 'best', 'frozen', 'sucks', 'lion', 'king', 'best', 'frozen', 'lion', 'lion', 'king', 'best', 'frozen', 'sucks', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'sucks', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'suck', 'king', 'lion', 'best', 'frozen', 'crap', 'king', 'The', 'lion', 'best', 'frozen', 'sucks', 'Lion', 'King', 'best', 'Suck', 'Frozen', 'Lion', 'King', 'best', 'frozen', 'ste', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'suck', 'King', 'Lion', 'best', 'frozen', 'sucks']"
53,"['Hey', 'fuck', 'went', 'school', 'good', 'screw', 'bitch', '244', '182']"
54,"['Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'farti', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'farti', 'fottere', 'farti', 'fottere', 'cazzo', 'anche', 'vaffanculo', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'cazzo', 'Fuck', 'Yourself', 'farti', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'farti', 'fottere', 'andare', 'farsi', 'fottere', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'andare', 'soli', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'cazzo', 'dic', 'anche', 'farti', 'fottere', 'fottiti', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'stessi', 'Fuck', 'Yourself', 'Fuck', 'stessi', 'Fuck', 'Yourself', 'Fuck', 'stessi', 'Fuck', 'Yourself', 'Fuck', 'stessi', 'Fuck', 'Yourself', 'Fuck', 'stessi', 'Fuck', 'Yourself', 'Fuck', 'stessi', 'Fuck', 'Fuck', 'Yourself', 'andare', 'anche', 'cazzo', 'andate', 'andate', 'cazzo', 'cazzo', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'cazzo', 'vai', 'vai', 'farti', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'fuck', 'fuck', 'andate', 'andate', 'affanculo', 'cazzo', 'cazzo', 'andare', 'soli', 'farsi', 'fottere', 'fottere', 'Fuck', 'Yourself', 'farti', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'farti', 'fottere', 'fottere', 'farti', 'fottere', 'cazzo', 'vai', 'farti', 'fottere', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'vai', 'farti', 'fottere', 'santo', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'rself', 'farti', 'fottere', 'Fuck', 'vai,', 'vai', 'fuck', 'fuck,', 'Fuck', 'Yourself', 'vanno', 'anche', 'farti', 'fottere', 'Fuck', 'andare', 'farsi', 'fottere', 'Fuck', 'Fuck', 'Yourself', 'Fuck', 'Fuck', 'cazzo', 'Fuck', 'andare', 'soli', 'farsi', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'farti', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'farti', 'fottere', 'andare', 'farsi', 'fottere', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'cazzo', 'andare', 'soli', 'farsi', 'fottere', 'fottere', 'Fuck', 'Yourself', 'farti', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'farti', 'fottere', 'farti', 'fottere', 'cazzo', 'vai', 'farti', 'fottere', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'cazzo', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'fuck', 'fuck', 'soli', 'andare', 'farsi', 'fottere', 'fottere', 'andare', 'farti', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'cazzo', 'Fuck', 'Yourself', 'farti', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'farti', 'fottere', 'Fuck', 'Yourself', 'farti', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'anche', 'andare', 'farti', 'fottere', 'Fuck', 'andare', 'farsi', 'fottere', 'Fuck', 'andare', 'farsi', 'fottere', 'Fuck', 'Fuck', 'Yourself', 'Fuck', 'stessi', 'andate', 'fuck', 'fuck', 'soli', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'vai', 'farti', 'fottere', 'andare', 'farti', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'andare', 'scoparti', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'anche', 'andare', 'farsi', 'fottere', 'Fuck', 'Fuck', 'cazzo', 'anche', 'andare', 'farsi', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'farti', 'fottere', 'cazzo', 'andare', 'soli', 'farsi', 'fottere', 'cazzo', 'andare', 'soli', 'farsi', 'fottere', 'fottere', 'fottere', 'farti', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'fottere', 'farti', 'fottere', 'cazzo', 'vai', 'farti', 'fottere', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'Fuck', 'Yourself', 'andare', 'fotterti']"
55,"['How', 'dare', 'send', 'abuse', 'fucking', 'master', 'cock', 'dare', 'warn', 'Jeff', 'brutally', 'attack', 'mother', 'know', 'live']"
56,"['Ciao', 'amputate', 'mother', 'Fucker', 'Hijack']"
57,"['This', 'user', 'fucking', 'sput', 'bag']"
58,"['fuck', 'Natalie', 'stupid', 'pocket', 'ass', 'fuck', 'dynamic', 'forbid', 'hard', 'aunt', 'shit', 'sucking', 'pussy', 'find', 'come', 'random', 'ass', 'fuck', 'asshole', 'vandalisiere', 'whole', 'website', 'let', 'biotch', 'write', 'ass', 'Ohio', 'read', 'kiwi', 'knocks', 'stupid', 'much', 'personal', 'information', 'troll', 'dynamic', 'call', 'stupid', 'bitch']"
59,"['wait', 'trash', 'trachea', 'ruin', 'trachea', 'shoot', 'rap', 'music', 'hangs', 'die', 'stupid', 'goya68']"
60,"['You', 'fucking', 'bitch']"
61,[]
62,"['home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'Fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'fuck', 'security', 'Fuck', 'Fuck', 'land', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'safety', 'Fick', 'homeland', 'Fick', 'security', 'national', 'cock', 'fucking', 'land', 'security', 'land', 'security', 'fuck', 'fuck', 'domestic', 'security', 'home', 'security', 'home', 'security', 'fucking', 'cock', 'fucking', 'home', 'security', 'home', 'security', 'home', 'security', 'fucking', 'cock', 'fucking', 'home', 'security', 'home', 'security', 'home', 'security', 'home', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'Homeland', 'security', 'Fick', 'security', 'national', 'Fick', 'national', 'security', 'Fick', 'native', 'security', 'Fick', 'security', 'security', 'security', 'security', 'security', 'security', 'security', 'security', 'security', 'security', 'security', 'security', 'security', 'security', 'security', 'territory', 'security', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'cock', 'homeland', 'fucking', 'homeland', 'fucking', 'cock', 'land', 'security', 'Homeland', 'Security', 'land', 'safety', 'fuck', 'fuck', 'fucking', 'national', 'security', 'land', 'safety', 'land', 'security', 'fucking', 'cock', 'fucking', 'nation', 'security', 'ale', 'land', 'security', 'land', 'security', 'cock', 'cock', 'cock', 'homeland', 'land', 'security', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'home', 'security', 'safety', 'fick', 'homeland', 'fuck', 'fuck', 'national', 'security', 'cock', 'fuck', 'security', 'cock', 'safety', 'cock', 'cock', 'safety', 'cock', 'fuck', 'security', 'fucking', 'security', 'fucking', 'security', 'fucking', 'security', 'fucking', 'security', 'fucking', 'security', 'fucking', 'security', 'fucking', 'security', 'fucking', 'security', 'territory', 'fucking', 'national', 'security', 'security', 'security', 'fucking', 'homeland', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'homeland', 'Fick', 'domestic', 'security', 'fuck', 'fuck', 'security', 'home', 'security', 'dome', 'stica', 'home', 'security', 'fucking', 'dick', 'fucking', 'home', 'security', 'home', 'security', 'home', 'security', 'fucking', 'dick', 'fucking', 'Heima', 'security', 'territory', 'security', 'safety', 'Fick', 'homeland', 'Fick', 'security', 'security', 'territory', 'piece', 'homeland', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'safety', 'Fick', 'homeland', 'Fick', 'native', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'security', 'safety', 'security', 'safety', 'security', 'safety', 'security', 'safety', 'security', 'security', 'safety', 'security', 'territory', 'security', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'homeland', 'fucking', 'cock', 'land', 'security', 'home', 'security', 'home', 'security', 'fuck', 'cock', 'fuck', 'security', 'house', 'safety', 'fuck', 'fuck', 'domestic', 'security', 'home', 'security', 'domestic', 'security', 'cock', 'fuck', 'cock', 'land', 'security', 'home', 'land', 'security', 'fuck', 'security', 'Fick', 'national', 'security', 'Fick', 'Homeland', 'Security', 'Fick', 'national', 'security', 'Fick', 'HomeLAN', 'security', 'Fick', 'national', 'security', 'Fick', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'safety', 'Fick', 'homeland', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'security', 'national', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'Fick', 'national', 'security', 'safety', 'wings', 'Fick', 'homeland', 'Fick', 'land', 'security', 'fuck', 'fuck', 'domestic', 'security', 'home', 'security', 'domestic', 'security', 'cock', 'dick', 'fuck', 'national', 'security', 'land', 'security', 'territory', 'security', 'cock', 'dick', 'fuck', 'national', 'security', 'land', 'security', 'territory', 'security', 'cock', 'fuck', 'security', 'territory', 'Fuck', 'fuck', 'Homeland', 'Security', 'Homeland', 'Security', 'Homeland', 'Security', 'fuck', 'fuck', 'fuck', 'Homeland', 'Security', 'land', 'safety', 'fuck', 'fuck', 'domestic', 'security', 'home', 'security', 'domestic', 'security', 'cock', 'dick', 'fuck', 'domestic', 'security', 'home', 'security', 'domestic', 'security', 'cock', 'dick', 'fuck', 'internal', 'security', 'home', 'Homeland', 'Security', 'fucking', 'safely']"
63,"['Jam', 'message', 'head', 'trachea']"
64,"['Fuck', 'sofa', 'negro']"
65,"['suck', 'balls', 'fuck']"
66,"['You', 'suck', 'cock', 'dick']"
67,"['Roly', 'scopami', 'nuovo', 'n00b']"
68,"['would', 'like', 'sturdy', 'thick', 'dick', 'asshole', 'tract', 'erased', 'criticism', 'Schenectady', 'ask', 'keep', 'vandalisiere', 'trachea', 'fucking', 'asshole', 'kiwi', 'community', 'continuously', 'erases', 'post', 'used', 'swear', 'words', 'yes', 'often', 'followed', 'protocols', 'followed', 'kiwifruit', 'protocols', 'kindly', 'formulated', 'comments', 'promptly', 'dicklichst', 'arslöchern', 'wind', 'whistling', 'lose', 'fat', 'made', 'fuck', 'cancel', 'comments']"
69,"['discussion', 'page', 'without', 'leaving', 'damn', 'username', 'must', 'come', 'suck', 'cock', 'think', 'least', 'able', 'shit']"
70,"['stop', 'dam', 'dam', 'dam', 'dam', 'dam', 'sucks', 'standardize', 'dam', 'standardize', 'poor', 'dam', 'dam', 'dam', 'dam', 'sucks', 'standardize', 'dam', 'dam', 'dam', 'sucks', 'standardize', 'dam', 'dam', 'dam', 'closed', 'cock', 'closed', 'cock', 'closed', 'cock', 'closed', 'cock', 'closed', 'cock', 'shut', 'fuck', 'shut', 'shut', 'shut', 'shut', 'shut', 'shut', 'shut', 'shut', 'shut', 'shut', 'shut', 'shut', 'shut', 'shut', 'shit', 'fuck', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'shit', 'end', 'damn', 'devil']"
71,"['Fuck', 'damn', 'mom', 'damn', 'son', 'bitch', 'stop', 'jerk', 'fuck', 'damn', 'nice', 'damn', 'cool']"
72,"['You', 'idiot', 'going', 'tio']"
73,"['You', 'guys', 'pretty', 'zealous', 'free', 'thing', 'take', 'damned', 'life', 'damn', 'black']"
74,"['You', 'fucking', 'shit', 'fucking', 'fucking', 'bastard', 'pussy', 'You', 'fucking', 'shit', 'fucking', 'bastard', 'pussy', 'chicken']"
75,"['stupid', 'cunt', 'fucked', 'stupidly', 'mother', 'hairy', 'cunt', 'hope', 'fuck', 'dick', 'like', 'die', 'three', 'wishes', 'one', 'died', 'others', 'would', 'everyone', 'know', 'hate', 'pussy', 'like', 'face']"
76,"['shit', 'stop', 'making', 'warnings', 'Mom', 'Fucker', 'fuck']"
77,"['Extra', 'fuck', 'try', 'brute', 'extraction', 'cancel', 'cancel', 'changes', 'face', 'cue', 'restore', 'seems', 'need', 'something', 'ugly', 'shit', 'bitch', 'zoe', 'zoe', 'stay', 'away', 'changes', 'little', 'hoe', 'Thank', 'consideration']"
78,"['fuck', 'come', 'pull', 'back', 'remove', 'template', 'obviously', 'another', 'wichsschuetzer', 'rapist', 'abuse', 'coglione', 'chris', 'fuck', 'good', 'measure']"
79,"['poor', 'twerk', 'money', 'much', 'better', 'pathetic', 'rule', 'fun', 'fat', 'women', 'gay', 'whores']"
80,"['beat', 'bastard', 'Pakistani', 'bastards', 'Italic', 'hammered', 'Taliban', 'fuck', 'even', 'fun']"
81,"['useless', 'piece', 'shit', 'shit', 'get', 'hole', 'ass', 'needless', 'piece', 'life', 'instead', 'erasing', 'pages', 'loved', 'ones', 'never', 'done', 'anything', 'damage', 'motherboard']"
82,"['damn', 'stupid', 'hope', 'someone', 'kills']"
83,"['Marcus', 'suck', 'guys', 'cocks']"
84,"['little', 'ass', 'fucking', 'Paul', 'Titbit', 'piece', 'stinking', 'ass', 'shit', 'Sponge', 'Bob', 'Rock', 'hard', 'raped', 'hope', 'Paul', 'Titbit', 'gets', 'sick', 'damn', 'cancer', 'burning', 'hell', 'Paul', 'Titbit', 'bastard', 'smoking', 'weed', 'totally', 'shit', 'Sponge', 'Bob', 'Sponge', 'Bob', 'bunch', 'shit', 'think', 'person', 'ever', 'hated', 'hate', 'pito', 'skills', 'poor', 'animation', 'titbit', 'homo', 'hope', 'dies', 'accident', 'fucking', 'mother', 'fucking', 'people', 'meet', 'people', 'nick', 'obviously', 'smoked', 'sack', 'lot', 'crack', '2004', 'love', 'old', 'sponge', 'Bob', 'sponge', 'Bob', 'new', 'tschuldige', 'The', 'debt', 'damn', 'Paul', 'nibbles', 'screw', 'Paul', 'Thanks', 'sponge', 'man', 'HAG', 'Bob', 'completely', 'brought']"
85,"['Save', 'little', 'sarcastic', 'comments', 'fuck', 'way', 'understand', 'calling', 'dick']"
86,"['fuck', 'smith', 'please', 'let', 'know', 'die', 'want', 'dance', 'grave']"
87,"['How', 'civil', 'hell', 'think', 'conversation', 'old', 'friends', 'cunt']"
88,"['You', 'gay', 'nigger', 'gay', 'black', 'gay', 'black', 'association', 'America', 'right', 'give', 'money']"
89,"['subject', 'subjects', 'subject', 'subjects', 'Porte', 'Doors', 'Doors', 'succhiare', 'miei', 'dadi']"
